SORT1,SORT2,이름,주소,광역(특별)시/도,시/군/구,도로명,위도 경도,비고
반려 동반 가능 식당,주점/바/펍,스몰 스파이시 올리브,서울특별시 강서구 마곡중앙4로 22 B동 1층 111호,서울특별시,강서구,마곡중앙4로 22 B동 1층 111호,POINT (126.8294265 37.5584411),
반려 동반 가능 식당,주점/바/펍,호호방,서울특별시 강서구 마곡중앙로 161-1 마곡나루 캐슬파크 1층 115호,서울특별시,강서구,마곡중앙로 161-1 마곡나루 캐슬파크 1층 115호,POINT (126.8276089 37.5677127),
반려 동반 가능 식당,주점/바/펍,아씨펍 크래프트,서울특별시 구로구 새말로 102 신도림포스빌 147호,서울특별시,구로구,새말로 102 신도림포스빌 147호,POINT (126.8917187 37.5055949),
반려 동반 가능 식당,주점/바/펍,테니스피자펍,서울특별시 구로구 경인로47길 42-1,서울특별시,구로구,경인로47길 42-1,POINT (126.8659373 37.5011369),
반려 동반 가능 식당,주점/바/펍,3공간,서울특별시 동작구 동작대로9길 8-10 1층,서울특별시,동작구,동작대로9길 8-10 1층,POINT (126.9812995 37.48099),
반려 동반 가능 식당,주점/바/펍,돈페페,서울특별시 동작구 사당로30길 123-1,서울특별시,동작구,사당로30길 123-1,POINT (126.9808228 37.4793766),
반려 동반 가능 식당,주점/바/펍,오마주,서울특별시 동작구 사당로30길 96 1층,서울특별시,동작구,사당로30길 96 1층,POINT (126.9806707 37.4805007),
반려 동반 가능 식당,주점/바/펍,낮도깨비 밤도깨비,서울특별시 마포구 월드컵로15길 76 1층,서울특별시,마포구,월드컵로15길 76 1층,POINT (126.9075231 37.5536853),
반려 동반 가능 식당,주점/바/펍,루나씨엘로,"서울특별시 마포구 동교로34길 21 3, 4층",서울특별시,마포구,"동교로34길 21 3, 4층",POINT (126.925538 37.56083599999999),
반려 동반 가능 식당,주점/바/펍,루프탑지니,"서울특별시 마포구 월드컵북로4길 23-5 3층,4층",서울특별시,마포구,"월드컵북로4길 23-5 3층,4층",POINT (126.9206814 37.55753139999999),
반려 동반 가능 식당,주점/바/펍,레이씨,서울특별시 서대문구 연희맛로 17-14 이층,서울특별시,서대문구,연희맛로 17-14 이층,POINT (126.9290368 37.5671888),
반려 동반 가능 식당,주점/바/펍,게락,서울특별시 서초구 방배중앙로 169 1층 5호,서울특별시,서초구,방배중앙로 169 1층 5호,POINT (126.9858981 37.49401210000001),
반려 동반 가능 식당,주점/바/펍,타이밍 뮤직바,서울특별시 서초구 양재천로 135-4 솔빌딩 1층,서울특별시,서초구,양재천로 135-4 솔빌딩 1층,POINT (127.0421756 37.47903209999999),
반려 동반 가능 식당,주점/바/펍,파운드로컬,서울특별시 서초구 나루터로 65,서울특별시,서초구,나루터로 65,POINT (127.0168966 37.515454),
반려 동반 가능 식당,주점/바/펍,문화식당 성수점,서울특별시 성동구 성수일로4길 45 2층,서울특별시,성동구,성수일로4길 45 2층,POINT (127.0538147 37.5422651),
반려 동반 가능 식당,주점/바/펍,문화식당,서울특별시 성북구 보문로30나길 37,서울특별시,성북구,보문로30나길 37,POINT (127.0202944 37.59103719999999),
반려 동반 가능 식당,주점/바/펍,스패로우,서울특별시 성북구 동소문로20가길 50,서울특별시,성북구,동소문로20가길 50,POINT (127.0188984 37.59347100000001),
반려 동반 가능 식당,주점/바/펍,이쩜이오,서울특별시 성북구 동소문로22길 57-4 지하,서울특별시,성북구,동소문로22길 57-4 지하,POINT (127.0188194 37.590487),
반려 동반 가능 식당,주점/바/펍,째즈스토리,서울특별시 성북구 혜화로 88,서울특별시,성북구,혜화로 88,POINT (126.9981799 37.5927374),
반려 동반 가능 식당,주점/바/펍,술노리아,서울특별시 송파구 문정로1길 31,서울특별시,송파구,문정로1길 31,POINT (127.1235523 37.4888952),
반려 동반 가능 식당,주점/바/펍,크래프트아일랜드 잠실점,"서울 송파구 올림픽로35가길 10 더샵스타파크상가 114호, 115호, 119호",서울특별시,송파구,"올림픽로35가길 10 더샵스타파크상가 114호, 115호, 119호",POINT (127.1022734 37.51727959999999),
반려 동반 가능 식당,주점/바/펍,블랑,서울특별시 영등포구 양산로23길 6,서울특별시,영등포구,양산로23길 6,POINT (126.8976109 37.52435189999999),
반려 동반 가능 식당,주점/바/펍,비어바나,서울특별시 영등포구 도림로129길 5-1,서울특별시,영등포구,도림로129길 5-1,POINT (126.8953108 37.5132973),
반려 동반 가능 식당,주점/바/펍,남산케미스트리,서울특별시 용산구 회나무로 33,서울특별시,용산구,회나무로 33,POINT (126.9903945 37.5397739),
반려 동반 가능 식당,주점/바/펍,더구룸,서울특별시 용산구 이태원로 208 4층,서울특별시,용산구,이태원로 208 4층,POINT (126.9970473 37.5345018),
반려 동반 가능 식당,주점/바/펍,더테이블키친,서울특별시 용산구 이태원로54길 58-7,서울특별시,용산구,이태원로54길 58-7,POINT (127.0007435 37.5356306),
반려 동반 가능 식당,주점/바/펍,성광대도,서울특별시 용산구 신흥로 63,서울특별시,용산구,신흥로 63,POINT (126.9870849 37.5438561),
반려 동반 가능 식당,주점/바/펍,어글리소사이어티,서울특별시 용산구 보광로59길 40 6층,서울특별시,용산구,보광로59길 40 6층,POINT (126.991823 37.53393560000001),
반려 동반 가능 식당,주점/바/펍,몰림,서울특별시 종로구 사직로10길 5 몰림,서울특별시,종로구,사직로10길 5 몰림,POINT (126.9704748 37.5756317),
반려 동반 가능 식당,주점/바/펍,심야식당,서울특별시 종로구 대명길 39-5 1층,서울특별시,종로구,대명길 39-5 1층,POINT (126.9996027 37.582766),
반려 동반 가능 식당,주점/바/펍,문화식당 신당동,서울특별시 중구 퇴계로86길 3-1,서울특별시,중구,퇴계로86길 3-1,POINT (127.0198286 37.5654204),
반려 동반 가능 식당,주점/바/펍,분카샤 충무로점,서울특별시 중구 퇴계로31길 16 우형빌딩 4층,서울특별시,중구,퇴계로31길 16 우형빌딩 4층,POINT (126.9923898 37.56185380000001),
반려 동반 가능 식당,주점/바/펍,약술,서울특별시 중구 다산로21길 5 1층,서울특별시,중구,다산로21길 5 1층,POINT (127.011941 37.5578139),
반려 동반 가능 식당,주점/바/펍,하피덕 시청점,서울특별시 중구 서소문로 136,서울특별시,중구,서소문로 136,POINT (127.0421756 37.47903209999999),
반려 동반 가능 식당,주점/바/펍,로만티카,서울특별시 중랑구 상봉로25길 39 1층,서울특별시,중랑구,상봉로25길 39 1층,POINT (127.0908575 37.5946897),
반려 동반 가능 식당,주점/바/펍,오순도순,서울특별시 중랑구 망우로30길 8 1층,서울특별시,중랑구,망우로30길 8 1층,POINT (127.0742542 37.5926999),
반려 동반 가능 식당,중식,량목,경기도 고양시 일산동구 대산로11번길 85 1층 우측,경기도,고양시,일산동구 대산로11번길 85 1층 우측,POINT (126.7718033 37.6664188),
반려 동반 가능 식당,중식,효교,경기도 고양시 일산동구 일산로380번길 41,경기도,고양시,일산동구 일산로380번길 41,POINT (126.7830564 37.67047029999999),
반려 동반 가능 식당,중식,효교향동,경기도 고양시 덕양구 향기4로 21 1층,경기도,고양시,덕양구 향기4로 21 1층,POINT (126.8977345 37.599626),
반려 동반 가능 식당,중식,오백년짬뽕,경기도 용인시 처인구 한터로 158,경기도,용인시,처인구 한터로 158,POINT (127.2279649 37.248532),
반려 동반 가능 식당,중식,짬뽕지존 수지동천점,경기도 용인시 수지구 고기로 59,경기도,용인시,수지구 고기로 59,POINT (127.0954926 37.3432227),
반려 동반 가능 식당,중식,킹박스,서울특별시 강남구 강남대로140길 9 1층,서울특별시,강남구,강남대로140길 9 1층,POINT (127.0212099 37.5139927),
반려 동반 가능 식당,중식,103호심야식당,서울특별시 영등포구 양평로 64-1 1층,서울특별시,영등포구,양평로 64-1 1층,POINT (126.8996239 37.5352615),
반려 동반 가능 식당,중식,팔레드신,서울특별시 중구 퇴계로 67 레스케이프 호텔 6층,서울특별시,중구,퇴계로 67 레스케이프 호텔 6층,POINT (126.9795036 37.5598362),
반려 동반 가능 식당,피자/햄버거/치킨,레이지버거클럽 원흥점,경기도 고양시 덕양구 서오릉로 740 1층,경기도,고양시,덕양구 서오릉로 740 1층,POINT (126.863487 37.6413698),
반려 동반 가능 식당,피자/햄버거/치킨,슈팅맨,경기도 고양시 일산동구 동국로 109-10,경기도,고양시,일산동구 동국로 109-10,POINT (126.8032409 37.68206199999999),
반려 동반 가능 식당,피자/햄버거/치킨,찰리스버거 분당,경기도 성남시 분당구 느티로 69 숲안조합상가 102호,경기도,성남시,분당구 느티로 69 숲안조합상가 102호,POINT (127.1122212 37.3686529),
반려 동반 가능 식당,피자/햄버거/치킨,훌리스,경기도 성남시 분당구 정자일로 100 미켈란쉐르빌 상가동 109호,경기도,성남시,분당구 정자일로 100 미켈란쉐르빌 상가동 109호,POINT (127.1069862 37.3588545),
반려 동반 가능 식당,피자/햄버거/치킨,"오피큐알 (OH,PQR)",경기도 수원시 팔달구 화서문로45번길 31,경기도,수원시,팔달구 화서문로45번길 31,POINT (127.0123331 37.2866513),
반려 동반 가능 식당,피자/햄버거/치킨,PIZZERIA DA MOON,경기도 수원시 기흥구 죽전로15번길 11-8,경기도,수원시,기흥구 죽전로15번길 11-8,POINT (127.1096725 37.3216667),
반려 동반 가능 식당,피자/햄버거/치킨,버거비치,경기도 안산시 단원구 대부황금로 1501 1~2층,경기도,안산시,단원구 대부황금로 1501 1~2층,POINT (126.5753937 37.2879745),
반려 동반 가능 식당,피자/햄버거/치킨,피자플리즈,경기도 안산시 단원구 사근여길 6-12,경기도,안산시,단원구 사근여길 6-12,POINT (126.5714848 37.2847124),
반려 동반 가능 식당,피자/햄버거/치킨,찰리스버거 구성,경기도 용인시 기흥구 용인향교로20번길 7,경기도,용인시,기흥구 용인향교로20번길 7,POINT (127.1201355 37.2964874),
반려 동반 가능 식당,피자/햄버거/치킨,핫터,"경기도 의정부시 시민로122번길 26 1층,2층",경기도,의정부시,"시민로122번길 26 1층,2층",POINT (127.0484114 37.7372266),
반려 동반 가능 식당,피자/햄버거/치킨,레드파이프,경기도 파주시 지목로 17-7,경기도,파주시,지목로 17-7,POINT (126.6928041 37.7258414),
반려 동반 가능 식당,피자/햄버거/치킨,틴틴스버거,경기도 파주시 와석순환로252번길 7-35 1층,경기도,파주시,와석순환로252번길 7-35 1층,POINT (126.738994 37.720119),
반려 동반 가능 식당,피자/햄버거/치킨,다운타우너 청담,서울특별시 강남구 도산대로53길 14 1층,서울특별시,강남구,도산대로53길 14 1층,POINT (127.0384823 37.5240197),
반려 동반 가능 식당,피자/햄버거/치킨,더블트러블 유니온,서울특별시 강남구 압구정로4길 27-2 1층,서울특별시,강남구,압구정로4길 27-2 1층,POINT (127.0208825 37.5216286),
반려 동반 가능 식당,피자/햄버거/치킨,모터시티바이매니멀강남점,서울특별시 강남구 강남대로98길 12-3 2층,서울특별시,강남구,강남대로98길 12-3 2층,POINT (127.0278863 37.5005235),
반려 동반 가능 식당,피자/햄버거/치킨,올데이피자 서비스,서울특별시 강남구 도산대로23길 17,서울특별시,강남구,도산대로23길 17,POINT (127.0259309 37.5201043),
반려 동반 가능 식당,피자/햄버거/치킨,크라이치즈버거 삼성역점,서울특별시 강남구 테헤란로 616 미래에셋벤처타워 B1층,서울특별시,강남구,테헤란로 616 미래에셋벤처타워 B1층,POINT (127.0653743 37.50904009999999),
반려 동반 가능 식당,피자/햄버거/치킨,파이어벨 대치본점,서울특별시 강남구 선릉로72길 13,서울특별시,강남구,선릉로72길 13,POINT (127.0522425 37.500313),
반려 동반 가능 식당,피자/햄버거/치킨,Ginos NY Pizza 압구정점,서울특별시 강남구 선릉로155길 15 1층,서울특별시,강남구,선릉로155길 15 1층,POINT (127.03835 37.52541900000001),
반려 동반 가능 식당,피자/햄버거/치킨,피맥하우스,서울특별시 관악구 남부순환로 1864 1층,서울특별시,관악구,남부순환로 1864 1층,POINT (126.9567467 37.4794035),
반려 동반 가능 식당,피자/햄버거/치킨,버터버거,서울특별시 광진구 구천면로 13,서울특별시,광진구,천면로 13,POINT (127.1072469 37.5467675),
반려 동반 가능 식당,피자/햄버거/치킨,바이슨버거,서울특별시 동작구 상도로 47 1층,서울특별시,동작구,상도로 47 1층,POINT (126.9258221 37.49990260000001),
반려 동반 가능 식당,피자/햄버거/치킨,그릴링(Grilling),서울특별시 마포구 동교로38길 11,서울특별시,마포구,동교로38길 11,POINT (126.9248685 37.5620223),
반려 동반 가능 식당,피자/햄버거/치킨,슬라이스룸,서울특별시 마포구 와우산로3길 16,서울특별시,마포구,와우산로3길 16,POINT (126.9218439 37.5460254),
반려 동반 가능 식당,피자/햄버거/치킨,도프피자 베이커스,서울특별시 서초구 동산로2길 41 1층,서울특별시,서초구,동산로2길 41 1층,POINT (127.0430871 37.4682845),
반려 동반 가능 식당,피자/햄버거/치킨,릿잇타미,서울특별시 서초구 방배천로2안길 31 1층,서울특별시,서초구,방배천로2안길 31 1층,POINT (126.983761 37.47839099999999),
반려 동반 가능 식당,피자/햄버거/치킨,펍피맥 교대점,서울특별시 서초구 반포대로30길 90 우진빌딩,서울특별시,서초구,반포대로30길 90 우진빌딩,POINT (127.0133534 37.49261980000001),
반려 동반 가능 식당,피자/햄버거/치킨,피제리아 호키포키,서울특별시 서초구 반포대로9길 28 1층,서울특별시,서초구,반포대로9길 28 1층,POINT (127.0101076 37.4830786),
반려 동반 가능 식당,피자/햄버거/치킨,버거보이 성수낙낙점,서울특별시 성동구 아차산로17길 48 1층 R113호,서울특별시,성동구,아차산로17길 48 1층 R113호,POINT (127.0658264 37.5466652),
반려 동반 가능 식당,피자/햄버거/치킨,엘더버거,서울특별시 성동구 서울숲2길 40-7 1층,서울특별시,성동구,서울숲2길 40-7 1층,POINT (127.0430116 37.5462733),
반려 동반 가능 식당,피자/햄버거/치킨,위드번,서울특별시 성동구 성수이로12길 17-1 1층,서울특별시,성동구,성수이로12길 17-1 1층,POINT (127.0572562 37.5396355),
반려 동반 가능 식당,피자/햄버거/치킨,피더블유에이,서울특별시 성동구 연무장15길 11 B125,서울특별시,성동구,연무장15길 11 B125,POINT (127.0144948 37.54110469999999),
반려 동반 가능 식당,피자/햄버거/치킨,피자시즌,서울특별시 성동구 성수이로14길 14 성수연방 1층,서울특별시,성동구,성수이로14길 14 성수연방 1층,POINT (127.0569489 37.5414775),
반려 동반 가능 식당,피자/햄버거/치킨,다운타우너 잠실,서울특별시 송파구 백제고분로45길 3 1층,서울특별시,송파구,백제고분로45길 3 1층,POINT (127.1106446 37.508994),
반려 동반 가능 식당,피자/햄버거/치킨,모터시티바이매니멀잠실점,서울특별시 송파구 백제고분로45길 17-3 2층,서울특별시,송파구,백제고분로45길 17-3 2층,POINT (127.1094554 37.509501),
반려 동반 가능 식당,피자/햄버거/치킨,보니스피자펍 석촌호수점,서울특별시 송파구 송파대로49길 52,서울특별시,송파구,송파대로49길 52,POINT (127.0990001 37.5060465),
반려 동반 가능 식당,피자/햄버거/치킨,아메리칸피자 잠실점,서울특별시 송파구 백제고분로7길 42-13 1층,서울특별시,송파구,백제고분로7길 42-13 1층,POINT (127.0839048 37.5101656),
반려 동반 가능 식당,피자/햄버거/치킨,차고버거,서울특별시 송파구 오금로11길 61-11 엘엠오피스텔 1층,서울특별시,송파구,오금로11길 61-11 엘엠오피스텔 1층,POINT (127.1139487 37.5154848),
반려 동반 가능 식당,피자/햄버거/치킨,퀴너스화덕피자앤캠핑,"서울특별시 송파구 풍성로26길 22 2층, 3층",서울특별시,송파구,"풍성로26길 22 2층, 3층",POINT (127.118662 37.53184),
반려 동반 가능 식당,피자/햄버거/치킨,크레이지 토마토,서울특별시 송파구 석촌호수로 216 1층,서울특별시,송파구,석촌호수로 216 1층,POINT (127.1014161 37.5066247),
반려 동반 가능 식당,피자/햄버거/치킨,GOOD VIBE,서울특별시 송파구 올림픽로32길 23 2층,서울특별시,송파구,올림픽로32길 23 2층,POINT (127.0819495 37.5104108),
반려 동반 가능 식당,피자/햄버거/치킨,펍피맥 오목교본점,서울특별시 양천구 신목로2길 68 오목빌딩,서울특별시,양천구,신목로2길 68 오목빌딩,POINT (126.8773191 37.5239137),
반려 동반 가능 식당,피자/햄버거/치킨,노스트레스버거,서울특별시 용산구 신흥로 62,서울특별시,용산구,신흥로 62,POINT (126.9873925 37.54378760000001),
반려 동반 가능 식당,피자/햄버거/치킨,다운타우너 한남,서울특별시 용산구 대사관로5길 12 1층,서울특별시,용산구,대사관로5길 12 1층,POINT (127.0008591 37.5348225),
반려 동반 가능 식당,피자/햄버거/치킨,더백테라스,서울특별시 용산구 한강대로40길 26 3층,서울특별시,용산구,한강대로40길 26 3층,POINT (126.9706148 37.5299962),
반려 동반 가능 식당,피자/햄버거/치킨,도노,서울특별시 용산구 이태원로54길 63,서울특별시,용산구,이태원로54길 63,POINT (127.0012124 37.53567690000001),
반려 동반 가능 식당,피자/햄버거/치킨,바스버거 용산점,서울특별시 용산구 한강대로38길 35 1층,서울특별시,용산구,한강대로38길 35 1층,POINT (126.9702116 37.5287123),
반려 동반 가능 식당,피자/햄버거/치킨,버거보이 신용산점,서울특별시 용산구 한강대로15길 29,서울특별시,용산구,한강대로15길 29,POINT (126.9628518 37.5262719),
반려 동반 가능 식당,피자/햄버거/치킨,HOMER PIZZA,서울특별시 용산구 이태원로42길 19 2층,서울특별시,용산구,이태원로42길 19 2층,POINT (126.999797 37.535758),
반려 동반 가능 식당,피자/햄버거/치킨,버거드조선,서울특별시 종로구 사직로10길 7,서울특별시,종로구,사직로10길 7,POINT (126.9704944 37.57552369999999),
반려 동반 가능 식당,피자/햄버거/치킨,너의작은버거집,서울특별시 중랑구 사가정로50길 5 1층,서울특별시,중랑구,사가정로50길 5 1층,POINT (127.0865716 37.5805012),
반려 동반 가능 식당,피자/햄버거/치킨,최고치킨,인천광역시 부평구 길주남로125번길 11-3,인천광역시,부평구,길주남로125번길 11-3,POINT (126.8484308 37.3291078),
반려 동반 가능 식당,피자/햄버거/치킨,피자사계,인천광역시 서구 푸른로7번길 14 1층,인천광역시,서구,푸른로7번길 14 1층,POINT (126.6312266 37.52513489999999),
반려 동반 가능 식당,한식,귀곡산장,경기도 가평군 가평읍 분자골로 234,경기도,가평군,가평읍 분자골로 234,POINT (127.4933333 37.76111110000001),
반려 동반 가능 식당,한식,동기간,경기도 가평군 가평읍 보납로 459-158,경기도,가평군,가평읍 보납로 459-158,POINT (127.5490552 37.8552463),
반려 동반 가능 식당,한식,두메막국수,경기도 가평군 가평읍 가화로 328,경기도,가평군,가평읍 가화로 328,POINT (127.5061641 37.8470192),
반려 동반 가능 식당,한식,밥앤독,경기도 가평군 상면 수목원로 209,경기도,가평군,상면 수목원로 209,POINT (127.3621754 37.7599866),
반려 동반 가능 식당,한식,산골농원,경기도 가평군 설악면 어비산길99번길 75-7,경기도,가평군,설악면 어비산길99번길 75-7,POINT (127.50975 37.596235),
반려 동반 가능 식당,한식,아띠춘천닭갈비,경기도 가평군 가평읍 북한강변로 1080,경기도,가평군,가평읍 북한강변로 1080,POINT (127.5241776 37.8089233),
반려 동반 가능 식당,한식,갈낙집,경기도 고양시 덕양구 마상로 5-12,경기도,고양시,덕양구 마상로 5-12,POINT (126.8242444 37.6637186),
반려 동반 가능 식당,한식,견애가,경기도 고양시 덕양구 동헌로 100 1층,경기도,고양시,덕양구 동헌로 100 1층,POINT (126.8687335 37.7061534),
반려 동반 가능 식당,한식,목우촌웰빙마을 일산애니골점,경기도 고양시 일산동구 애니골길43번길 17-1,경기도,고양시,일산동구 애니골길43번길 17-1,POINT (126.7902571 37.67091889999999),
반려 동반 가능 식당,한식,숲속에고기집,경기도 고양시 덕양구 산황로 85-15,경기도,고양시,덕양구 산황로 85-15,POINT (126.8153507 37.6573433),
반려 동반 가능 식당,한식,시골마루장작구이,경기도 고양시 덕양구 서오릉로 307-16,경기도,고양시,덕양구 서오릉로 307-16,POINT (126.902531 37.6194159),
반려 동반 가능 식당,한식,아임파인바베큐,경기도 고양시 덕양구 중고개길 83-37,경기도,고양시,덕양구 중고개길 83-37,POINT (126.9316167 37.6571968),
반려 동반 가능 식당,한식,우주꼬맹이,경기도 고양시 덕양구 행주산성로 108,경기도,고양시,덕양구 행주산성로 108,POINT (126.819972 37.6002653),
반려 동반 가능 식당,한식,유유샤브 일산점,경기도 고양시 일산동구 산두로 137,경기도,고양시,일산동구 산두로 137,POINT (126.7851218 37.6698688),
반려 동반 가능 식당,한식,참목원정육식당,경기도 고양시 덕양구 북한산로618번길 17 다솔가든산골식당 내 1층,경기도,고양시,덕양구 북한산로618번길 17 다솔가든산골식당 내 1층,POINT (126.9599799 37.6794847),
반려 동반 가능 식당,한식,통큰장어서오릉지점,경기도 고양시 덕양구 서오릉로 372,경기도,고양시,덕양구 서오릉로 372,POINT (126.8981881 37.624676),
반려 동반 가능 식당,한식,강씨네농장,경기도 광명시 소하동 724-1,경기도,광명시,소하동 724-1,POINT (126.8944976 37.4351196),
반려 동반 가능 식당,한식,설맥바베큐,경기도 광주시 남한산성면 회안대로1583번길 41,경기도,광주시,남한산성면 회안대로1583번길 41,POINT (127.2422681 37.47255),
반려 동반 가능 식당,한식,닭향,경기도 김포시 대곶면 수남로21번길 24-13,경기도,김포시,대곶면 수남로21번길 24-13,POINT (126.5886442 37.6280566),
반려 동반 가능 식당,한식,개똥치는 사람들,경기도 남양주시 석실로653번길 18,경기도,남양주시,석실로653번길 18,POINT (127.2053447 37.6216804),
반려 동반 가능 식당,한식,금남멧돼지,경기도 남양주시 화도읍 북한강로 1332,경기도,남양주시,화도읍 북한강로 1332,POINT (127.3509313 37.6317836),
반려 동반 가능 식당,한식,길성이백숙 금남점,경기도 남양주시 화도읍 북한강로 1544,경기도,남양주시,화도읍 북한강로 1544,POINT (127.3647481 37.6463718),
반려 동반 가능 식당,한식,더숯불,경기도 남양주시 고산로126번길 33-6 1층,경기도,남양주시,고산로126번길 33-6 1층,POINT (127.1797036 37.59151290000001),
반려 동반 가능 식당,한식,밤듸농원,경기도 남양주시 와부읍 석실로율석안길 47,경기도,남양주시,와부읍 석실로율석안길 47,POINT (127.2234204 37.6171956),
반려 동반 가능 식당,한식,백단목본점,경기도 남양주시 화도읍 북한강로 1426,경기도,남양주시,화도읍 북한강로 1426,POINT (127.3568363 37.6390373),
반려 동반 가능 식당,한식,북한강참나무바베큐,경기도 남양주시 화도읍 북한강로 1132,경기도,남양주시,화도읍 북한강로 1132,POINT (127.3428029 37.6151945),
반려 동반 가능 식당,한식,아르페지오,경기도 남양주시 와부읍 수레로661번길 142,경기도,남양주시,와부읍 수레로661번길 142,POINT (127.2636345 37.6220609),
반려 동반 가능 식당,한식,아웃도어키친 한강본점,경기도 남양주시 와부읍 경강로 868,경기도,남양주시,와부읍 경강로 868,POINT (127.2341055 37.5601786),
반려 동반 가능 식당,한식,육갑,경기도 남양주시 조안면 재재기로 537,경기도,남양주시,조안면 재재기로 537,POINT (127.3197939 37.5913455),
반려 동반 가능 식당,한식,팔당초계국수본점,경기도 남양주시 와부읍 다산로 43,경기도,남양주시,와부읍 다산로 43,POINT (127.2035433 37.55974),
반려 동반 가능 식당,한식,본대가 부천시청점,경기도 부천시 석천로178번길 17,경기도,부천시,석천로178번길 17,POINT (126.7637991 37.503291),
반려 동반 가능 식당,한식,와일드그릴,경기도 부천시 소사로 549,경기도,부천시,소사로 549,POINT (126.7972215 37.50673279999999),
반려 동반 가능 식당,한식,정통집 부천역점,경기도 부천시 부천로29번길 45,경기도,부천시,부천로29번길 45,POINT (126.7809187 37.4871269),
반려 동반 가능 식당,한식,낙찌하다 광교 앨리웨이,경기도 수원시 영통구 광교호수공원로 80 제판매씨동 2층 226호,경기도,수원시,영통구 광교호수공원로 80 제판매씨동 2층 226호,POINT (127.0613932 37.2744981),
반려 동반 가능 식당,한식,대식가,경기도 수원시 권선구 권광로123번길 46 1층 102호(스카이타워),경기도,수원시,권선구 권광로123번길 46 1층 102호(스카이타워),POINT (127.0283213 37.2596259),
반려 동반 가능 식당,한식,마담마담,경기도 수원시 팔달구 화서문로 27 1층,경기도,수원시,팔달구 화서문로 27 1층,POINT (127.01102 37.2849607),
반려 동반 가능 식당,한식,수라간,경기도 수원시 팔달구 화서문로 59 1층,경기도,수원시,팔달구 화서문로 59 1층,POINT (127.0145063 37.2857881),
반려 동반 가능 식당,한식,팔딱산,경기도 수원시 팔달구 화서문로45번길 32 지하 1층,경기도,수원시,팔달구 화서문로45번길 32 지하 1층,POINT (127.012532 37.2867222),
반려 동반 가능 식당,한식,파도횟집,경기도 안산시 단원구 대부황금로 1459,경기도,안산시,단원구 대부황금로 1459,POINT (126.5718931 37.2856756),
반려 동반 가능 식당,한식,고기요기,경기도 안성시 원곡면 관산길 14-1 제 1동,경기도,안성시,원곡면 관산길 14-1 제 1동,POINT (127.1493224 37.0408107),
반려 동반 가능 식당,한식,달빛과쉬는시간,경기도 안성시 공도읍 용머리길 9-20,경기도,안성시,공도읍 용머리길 9-20,POINT (127.1624659 37.0014635),
반려 동반 가능 식당,한식,송추바베큐,경기도 양주시 장흥면 가마골로 271,경기도,양주시,장흥면 가마골로 271,POINT (126.9759091 37.7417013),
반려 동반 가능 식당,한식,시향,경기도 양주시 은현면 평화로1889번길 101-9,경기도,양주시,은현면 평화로1889번길 101-9,POINT (127.0493416 37.8579398),
반려 동반 가능 식당,한식,장흥도깨비방망이,경기도 양주시 장흥면 권율로 427,경기도,양주시,장흥면 권율로 427,POINT (126.9605414 37.7472855),
반려 동반 가능 식당,한식,피트타운,경기도 양주시 평화로1475번길 616 가동,경기도,양주시,평화로1475번길 616 가동,POINT (127.0292164 37.8196768),
반려 동반 가능 식당,한식,머무름,경기도 양평군 단월면 수미길 112,경기도,양평군,단월면 수미길 112,POINT (127.641489 37.51575700000001),
반려 동반 가능 식당,한식,소근리 막국수,경기도 양평군 서종면 소구니2길 5,경기도,양평군,서종면 소구니2길 5,POINT (127.3618928 37.6328336),
반려 동반 가능 식당,한식,황해식당,경기도 양평군 용문면 용문산로 640,경기도,양평군,용문면 용문산로 640,POINT (127.5836657 37.5455563),반려견 동반룸 / 사전 전화예약 선착순 이용 가능
반려 동반 가능 식당,한식,김남희 한우,경기도 용인시 처인구 용인대학로 98,경기도,용인시,처인구 용인대학로 98,POINT (127.1736836 37.2306748),
반려 동반 가능 식당,한식,다닐목,경기도 용인시 수지구 이종무로 117-1,경기도,용인시,수지구 이종무로 117-1,POINT (127.0443578 37.3590058),
반려 동반 가능 식당,한식,모노캠프,경기도 용인시 수지구 이종무로 145,경기도,용인시,수지구 이종무로 145,POINT (127.0414634 37.3594535),
반려 동반 가능 식당,한식,몽키그릴,경기도 용인시 기흥구 지삼로 227,경기도,용인시,기흥구 지삼로 227,POINT (127.1360724 37.238497),
반려 동반 가능 식당,한식,바른고기,경기도 용인시 처인구 묵동로 65-12 1층,경기도,용인시,처인구 묵동로 65-12 1층,POINT (127.2381184 37.215184),
반려 동반 가능 식당,한식,산골항아리바베큐,경기도 용인시 수지구 이종무로170번길 12,경기도,용인시,수지구 이종무로170번길 12,POINT (127.0402036 37.3608761),
반려 동반 가능 식당,한식,한터시골농장,경기도 용인시 처인구 양지면 한터로 690,경기도,용인시,처인구 양지면 한터로 690,POINT (127.2803653 37.2612927),
반려 동반 가능 식당,한식,해다올 뜰,경기도 용인시 수지구 샘말로 18,경기도,용인시,수지구 샘말로 18,POINT (127.0515546 37.35738),
반려 동반 가능 식당,한식,산앤들,경기도 의왕시 옥박골동길 12,경기도,의왕시,옥박골동길 12,POINT (127.004728 37.394714),
반려 동반 가능 식당,한식,과수원집,경기도 파주시 월롱면 도감로232번길 41-15,경기도,파주시,월롱면 도감로232번길 41-15,POINT (126.810796 37.7887975),
반려 동반 가능 식당,한식,토향,경기도 파주시 탄현면 성동로 19-87,경기도,파주시,탄현면 성동로 19-87,POINT (126.6900219 37.7818463),
